,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize,IsAlone
536,538,1,1,LeRoy  Miss. Bertha,female,30.0,0,0,PC 17761,106.425,C,0,0
537,539,0,3,Risien  Mr. Samuel Beard,male,24.1225,0,0,364498,14.5,S,0,0
538,540,1,1,Frolicher  Miss. Hedwig Margaritha,female,22.0,0,2,13568,49.5,C,2,0
539,541,1,1,Crosby  Miss. Harriet R,female,36.0,0,2,WE/P 5735,71.0,S,2,0
540,542,0,3,Andersson  Miss. Ingeborg Constanzia,female,9.0,4,2,347082,31.275,S,6,0
541,543,0,3,Andersson  Miss. Sigrid Elisabeth,female,11.0,4,2,347082,31.275,S,6,0
542,544,1,2,Beane  Mr. Edward,male,32.0,1,0,2908,26.0,S,1,1
543,545,0,1,Douglas  Mr. Walter Donald,male,50.0,1,0,PC 17761,106.425,C,1,1
544,546,0,1,Nicholson  Mr. Arthur Ernest,male,64.0,0,0,693,26.0,S,0,0
545,547,1,2,Beane  Mrs. Edward (Ethel Clarke),female,19.0,1,0,2908,26.0,S,1,1
546,548,1,2,Padro y Manent  Mr. Julian,male,33.285666666666664,0,0,SC/PARIS 2146,13.8625,C,0,0
547,549,0,3,Goldsmith  Mr. Frank John,male,33.0,1,1,363291,20.525,S,2,0
548,550,1,2,Davies  Master. John Morgan Jr,male,8.0,1,1,C.A. 33112,36.75,S,2,0
549,551,1,1,Thayer  Mr. John Borland Jr,male,17.0,0,2,17421,110.8833,C,2,0
550,552,0,2,Sharp  Mr. Percival James R,male,27.0,0,0,244358,26.0,S,0,0
551,553,0,3,O'Brien  Mr. Timothy,male,26.041017815517804,0,0,330979,7.8291998,Q,0,0
552,554,1,3,"Leeni  Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.2249999,C,0,0
553,555,1,3,Ohman  Miss. Velin,female,22.0,0,0,347085,7.7750001,S,0,0
554,556,0,1,Wright  Mr. George,male,62.0,0,0,113807,26.549999,S,0,0
555,557,1,1,"Duff Gordon  Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.599998,C,1,1
556,558,0,1,Robbins  Mr. Victor,male,38.692,0,0,PC 17757,227.52499,C,0,0
557,559,1,1,Taussig  Mrs. Emil (Tillie Mandelbaum),female,39.0,1,1,110413,79.650002,S,2,0
558,560,1,3,de Messemaeker  Mrs. Guillaume Joseph (Emma),female,36.0,1,0,345572,17.4,S,1,1
559,561,0,3,Morrow  Mr. Thomas Rowan,male,36.124156188110135,0,0,372622,7.75,Q,0,0
560,562,0,3,Sivic  Mr. Husein,male,40.0,0,0,349251,7.8958001,S,0,0
561,563,0,2,Norman  Mr. Robert Douglas,male,28.0,0,0,218629,13.5,S,0,0
562,564,0,3,Simmons  Mr. John,male,31.051514586770406,0,0,SOTON/OQ 392082,8.0500002,S,0,0
563,565,0,3,Meanwell  Miss. (Marion Ogden),female,31.051514586770406,0,0,SOTON/O.Q. 392087,8.0500002,S,0,0
564,566,0,3,Davies  Mr. Alfred J,male,24.0,2,0,A/4 48871,24.15,S,2,0
565,567,0,3,Stoytcheff  Mr. Ilia,male,19.0,0,0,349205,7.8958001,S,0,0
566,568,0,3,Palsson  Mrs. Nils (Alma Cornelia Berglund),female,29.0,0,4,349909,21.075001,S,4,0
567,569,0,3,Doharr  Mr. Tannous,male,22.59023977411476,0,0,2686,7.2291999,C,0,0
568,570,1,3,Jonsson  Mr. Carl,male,32.0,0,0,350417,7.8541999,S,0,0
569,571,1,2,Harris  Mr. George,male,62.0,0,0,S.W./PP 752,10.5,S,0,0
570,572,1,1,Appleton  Mrs. Edward Dale (Charlotte Lamson),female,53.0,2,0,11769,51.479198,S,2,0
571,573,1,1,"Flynn  Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.387501,S,0,0
572,574,1,3,Kelly  Miss. Mary,female,36.124156188110135,0,0,14312,7.75,Q,0,0
573,575,0,3,Rush  Mr. Alfred George John,male,16.0,0,0,A/4. 20589,8.0500002,S,0,0
574,576,0,3,Patchett  Mr. George,male,19.0,0,0,358585,14.5,S,0,0
575,577,1,2,Garside  Miss. Ethel,female,34.0,0,0,243880,13.0,S,0,0
576,578,1,1,Silvey  Mrs. William Baird (Alice Munger),female,39.0,1,0,13507,55.900002,S,1,1
577,579,0,3,Caram  Mrs. Joseph (Maria Elias),female,19.914642857142855,1,0,2689,14.4583,C,1,1
578,580,1,3,Jussila  Mr. Eiriik,male,32.0,0,0,STON/O 2. 3101286,7.9250002,S,0,0
579,581,1,2,Christy  Miss. Julie Rachel,female,25.0,1,1,237789,30.0,S,2,0
580,582,1,1,Thayer  Mrs. John Borland (Marian Longstreth Morris),female,39.0,1,1,17421,110.8833,C,2,0
581,583,0,2,Downton  Mr. William James,male,54.0,0,0,28403,26.0,S,0,0
582,584,0,1,Ross  Mr. John Hugo,male,36.0,0,0,13049,40.125,C,0,0
583,585,0,3,Paulner  Mr. Uscher,male,29.278459956709963,0,0,3411,8.7124996,C,0,0
584,586,1,1,Taussig  Miss. Ruth,female,18.0,0,2,110413,79.650002,S,2,0
585,587,0,2,Jarvis  Mr. John Denzil,male,47.0,0,0,237565,15.0,S,0,0
586,588,1,1,Frolicher-Stehli  Mr. Maxmillian,male,60.0,1,1,13567,79.199997,C,2,0
587,589,0,3,Gilinski  Mr. Eliezer,male,22.0,0,0,14973,8.0500002,S,0,0
588,590,0,3,Murdlin  Mr. Joseph,male,31.051514586770406,0,0,A./5. 3235,8.0500002,S,0,0
589,591,0,3,Rintamaki  Mr. Matti,male,35.0,0,0,STON/O 2. 3101273,7.125,S,0,0
590,592,1,1,Stephenson  Mrs. Walter Bertram (Martha Eustis),female,52.0,1,0,36947,78.266701,C,1,1
591,593,0,3,Elsbury  Mr. William James,male,47.0,0,0,A/5 3902,7.25,S,0,0
592,594,0,3,Bourke  Miss. Mary,female,25.32702192882456,0,2,364848,7.75,Q,2,0
593,595,0,2,Chapman  Mr. John Henry,male,37.0,1,0,SC/AH 29037,26.0,S,1,1
594,596,0,3,Van Impe  Mr. Jean Baptiste,male,36.0,1,1,345773,24.15,S,2,0
595,597,1,2,Leitch  Miss. Jessie Wills,female,24.25035774167353,0,0,248727,33.0,S,0,0
596,598,0,3,Johnson  Mr. Alfred,male,49.0,0,0,LINE,0.0,S,0,0
597,599,0,3,Boulos  Mr. Hanna,male,29.589628663003655,0,0,2664,7.2249999,C,0,0
598,600,1,1,"Duff Gordon  Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.929199,C,1,1
599,601,1,2,Jacobsohn  Mrs. Sidney Samuel (Amy Frances Christy),female,24.0,2,1,243847,27.0,S,3,0
600,602,0,3,Slabenoff  Mr. Petco,male,27.986140209531754,0,0,349214,7.8958001,S,0,0
601,603,0,1,Harrington  Mr. Charles H,male,36.40833333333333,0,0,113796,42.400002,S,0,0
602,604,0,3,Torber  Mr. Ernst William,male,44.0,0,0,364511,8.0500002,S,0,0
603,605,1,1,"Homer  Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.549999,C,0,0
604,606,0,3,Lindell  Mr. Edvard Bengtsson,male,36.0,1,0,349910,15.55,S,1,1
605,607,0,3,Karaic  Mr. Milan,male,30.0,0,0,349246,7.8958001,S,0,0
606,608,1,1,Daniel  Mr. Robert Williams,male,27.0,0,0,113804,30.5,S,0,0
607,609,1,2,Laroche  Mrs. Joseph (Juliette Marie Louise Lafargue),female,22.0,1,2,SC/Paris 2123,41.579201,C,3,0
608,610,1,1,Shutes  Miss. Elizabeth W,female,40.0,0,0,PC 17582,153.46249,S,0,0
609,611,0,3,Andersson  Mrs. Anders Johan (Alfrida Konstantia Brogren),female,39.0,1,5,347082,31.275,S,6,0
610,612,0,3,Jardin  Mr. Jose Neto,male,27.88123135198134,0,0,SOTON/O.Q. 3101305,7.0500002,S,0,0
611,613,1,3,Murphy  Miss. Margaret Jane,female,33.598,1,0,367230,15.5,Q,1,1
612,614,0,3,Horgan  Mr. John,male,36.124156188110135,0,0,370377,7.75,Q,0,0
613,615,0,3,Brocklebank  Mr. William Alfred,male,35.0,0,0,364512,8.0500002,S,0,0
614,616,1,2,Herman  Miss. Alice,female,24.0,1,2,220845,65.0,S,3,0
615,617,0,3,Danbom  Mr. Ernst Gilbert,male,34.0,1,1,347080,14.4,S,2,0
616,618,0,3,Lobb  Mrs. William Arthur (Cordelia K Stanlick),female,26.0,1,0,A/5. 3336,16.1,S,1,1
617,619,1,2,Becker  Miss. Marion Louise,female,4.0,2,1,230136,39.0,S,3,0
618,620,0,2,Gavey  Mr. Lawrence,male,26.0,0,0,31028,10.5,S,0,0
619,621,0,3,Yasbeck  Mr. Antoni,male,27.0,1,0,2659,14.4542,C,1,1
620,622,1,1,Kimball  Mr. Edwin Nelson Jr,male,42.0,1,0,11753,52.554199,S,1,1
621,623,1,3,Nakid  Mr. Sahid,male,20.0,1,1,2653,15.7417,C,2,0
622,624,0,3,Hansen  Mr. Henry Damsgaard,male,21.0,0,0,350029,7.8541999,S,0,0
623,625,0,3,"Bowen  Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,S,0,0
624,626,0,1,Sutton  Mr. Frederick,male,61.0,0,0,36963,32.320801,S,0,0
625,627,0,2,Kirkland  Rev. Charles Leonard,male,57.0,0,0,219533,12.35,Q,0,0
626,628,1,1,Longley  Miss. Gretchen Fiske,female,21.0,0,0,13502,77.958298,S,0,0
627,629,0,3,Bostandyeff  Mr. Guentcho,male,26.0,0,0,349224,7.8958001,S,0,0
628,630,0,3,O'Connell  Mr. Patrick D,male,20.02987171052631,0,0,334912,7.7333002,Q,0,0
629,631,1,1,Barkworth  Mr. Algernon Henry Wilson,male,80.0,0,0,27042,30.0,S,0,0
630,632,0,3,Lundahl  Mr. Johan Svensson,male,51.0,0,0,347743,7.0542002,S,0,0
631,633,1,1,Stahelin-Maeglin  Dr. Max,male,32.0,0,0,13214,30.5,C,0,0
632,634,0,1,Parr  Mr. William Henry Marsh,male,39.04046428571428,0,0,112052,0.0,S,0,0
633,635,0,3,Skoog  Miss. Mabel,female,9.0,3,2,347088,27.9,S,5,0
634,636,1,2,Davis  Miss. Mary,female,28.0,0,0,237668,13.0,S,0,0
635,637,0,3,Leinonen  Mr. Antti Gustaf,male,32.0,0,0,STON/O 2. 3101292,7.9250002,S,0,0
636,638,0,2,Collyer  Mr. Harvey,male,31.0,1,1,C.A. 31921,26.25,S,2,0
637,639,0,3,Panula  Mrs. Juha (Maria Emilia Ojala),female,41.0,0,5,3101295,39.6875,S,5,0
638,640,0,3,Thorneycroft  Mr. Percival,male,26.674956349206354,1,0,376564,16.1,S,1,1
639,641,0,3,Jensen  Mr. Hans Peder,male,20.0,0,0,350050,7.8541999,S,0,0
640,642,1,1,Sagesser  Mlle. Emma,female,24.0,0,0,PC 17477,69.300003,C,0,0
641,643,0,3,Skoog  Miss. Margit Elizabeth,female,2.0,3,2,347088,27.9,S,5,0
642,644,1,3,Foo  Mr. Choong,male,29.32895454545453,0,0,1601,56.4958,S,0,0
643,645,1,3,Baclini  Miss. Eugenie,female,0.75,2,1,2666,19.258301,C,3,0
644,646,1,1,Harper  Mr. Henry Sleeper,male,48.0,1,0,PC 17572,76.729202,C,1,1
645,647,0,3,Cor  Mr. Liudevit,male,19.0,0,0,349231,7.8958001,S,0,0
646,648,1,1,Simonius-Blumer  Col. Oberst Alfons,male,56.0,0,0,13213,35.5,C,0,0
647,649,0,3,Willey  Mr. Edward,male,33.43733333333333,0,0,S.O./P.P. 751,7.5500002,S,0,0
648,650,1,3,Stanley  Miss. Amy Zillah Elsie,female,23.0,0,0,CA. 2314,7.5500002,S,0,0
649,651,0,3,Mitkoff  Mr. Mito,male,27.986140209531754,0,0,349221,7.8958001,S,0,0
650,652,1,2,Doling  Miss. Elsie,female,18.0,0,1,231919,23.0,S,1,1
651,653,0,3,Kalvik  Mr. Johannes Halvorsen,male,21.0,0,0,8475,8.4333,S,0,0
652,654,1,3,"O'Leary  Miss. Hanora ""Norah""",female,26.041017815517804,0,0,330919,7.8291998,Q,0,0
653,655,0,3,"Hegarty  Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,Q,0,0
654,656,0,2,Hickman  Mr. Leonard Mark,male,24.0,2,0,S.O.C. 14879,73.5,S,2,0
655,657,0,3,Radeff  Mr. Alexander,male,27.986140209531754,0,0,349223,7.8958001,S,0,0
656,658,0,3,Bourke  Mrs. John (Catherine),female,32.0,1,1,364849,15.5,Q,2,0
657,659,0,2,Eitemiller  Mr. George Floyd,male,23.0,0,0,29751,13.0,S,0,0
658,660,0,1,Newell  Mr. Arthur Webster,male,58.0,0,2,35273,113.275,C,2,0
659,661,1,1,Frauenthal  Dr. Henry William,male,50.0,2,0,PC 17611,133.64999,S,2,0
660,662,0,3,Badt  Mr. Mohamed,male,40.0,0,0,2623,7.2249999,C,0,0
661,663,0,1,Colley  Mr. Edward Pomeroy,male,47.0,0,0,5727,25.5875,S,0,0
662,664,0,3,Coleff  Mr. Peju,male,36.0,0,0,349210,7.4958,S,0,0
663,665,1,3,Lindqvist  Mr. Eino William,male,20.0,1,0,STON/O 2. 3101285,7.9250002,S,1,1
664,666,0,2,Hickman  Mr. Lewis,male,32.0,2,0,S.O.C. 14879,73.5,S,2,0
665,667,0,2,Butler  Mr. Reginald Fenton,male,25.0,0,0,234686,13.0,S,0,0
666,668,0,3,Rommetvedt  Mr. Knud Paust,male,26.951700592707944,0,0,312993,7.7750001,S,0,0
667,669,0,3,Cook  Mr. Jacob,male,43.0,0,0,A/5 3536,8.0500002,S,0,0
668,670,1,1,Taylor  Mrs. Elmer Zebley (Juliet Cummins Wright),female,38.924793650793646,1,0,19996,52.0,S,1,1
669,671,1,2,Brown  Mrs. Thomas William Solomon (Elizabeth Catherine Ford),female,40.0,1,1,29750,39.0,S,2,0
670,672,0,1,Davidson  Mr. Thornton,male,31.0,1,0,F.C. 12750,52.0,S,1,1
671,673,0,2,Mitchell  Mr. Henry Michael,male,70.0,0,0,C.A. 24580,10.5,S,0,0
672,674,1,2,Wilhelms  Mr. Charles,male,31.0,0,0,244270,13.0,S,0,0
673,675,0,2,Watson  Mr. Ennis Hastings,male,34.57483184987365,0,0,239856,0.0,S,0,0
674,676,0,3,Edvardsson  Mr. Gustaf Hjalmar,male,18.0,0,0,349912,7.7750001,S,0,0
675,677,0,3,Sawyer  Mr. Frederick Charles,male,24.5,0,0,342826,8.0500002,S,0,0
676,678,1,3,Turja  Miss. Anna Sofia,female,18.0,0,0,4138,9.8416996,S,0,0
677,679,0,3,Goodwin  Mrs. Frederick (Augusta Tyler),female,43.0,1,6,CA 2144,46.900002,S,7,0
678,680,1,1,Cardeza  Mr. Thomas Drake Martinez,male,36.0,0,1,PC 17755,512.32922,C,1,1
679,681,0,3,Peters  Miss. Katie,female,22.841701259793666,0,0,330935,8.1374998,Q,0,0
680,682,1,1,Hassab  Mr. Hammad,male,27.0,0,0,PC 17572,76.729202,C,0,0
681,683,0,3,Olsvigen  Mr. Thor Anderson,male,20.0,0,0,6563,9.2250004,S,0,0
682,684,0,3,Goodwin  Mr. Charles Edward,male,14.0,5,2,CA 2144,46.900002,S,7,0
683,685,0,2,Brown  Mr. Thomas William Solomon,male,60.0,1,1,29750,39.0,S,2,0
684,686,0,2,Laroche  Mr. Joseph Philippe Lemercier,male,25.0,1,2,SC/Paris 2123,41.579201,C,3,0
685,687,0,3,Panula  Mr. Jaako Arnold,male,14.0,4,1,3101295,39.6875,S,5,0
686,688,0,3,Dakic  Mr. Branko,male,19.0,0,0,349228,10.1708,S,0,0
687,689,0,3,Fischer  Mr. Eberhard Thelander,male,18.0,0,0,350036,7.7958002,S,0,0
688,690,1,1,Madill  Miss. Georgette Alexandra,female,15.0,0,1,24160,211.33749,S,1,1
689,691,1,1,Dick  Mr. Albert Adrian,male,31.0,1,0,17474,57.0,S,1,1
690,692,1,3,Karun  Miss. Manca,female,4.0,0,1,349256,13.4167,C,1,1
691,693,1,3,Lam  Mr. Ali,male,29.32895454545453,0,0,1601,56.4958,S,0,0
692,694,0,3,Saad  Mr. Khalil,male,25.0,0,0,2672,7.2249999,C,0,0
693,695,0,1,Weir  Col. John,male,60.0,0,0,113800,26.549999,S,0,0
694,696,0,2,Chapman  Mr. Charles Henry,male,52.0,0,0,248731,13.5,S,0,0
695,697,0,3,Kelly  Mr. James,male,44.0,0,0,363592,8.0500002,S,0,0
696,698,1,3,"Mullens  Miss. Katherine ""Katie""",female,20.02987171052631,0,0,35852,7.7333002,Q,0,0
697,699,0,1,Thayer  Mr. John Borland,male,49.0,1,1,17421,110.8833,C,2,0
698,700,0,3,Humblen  Mr. Adolf Mathias Nicolai Olsen,male,42.0,0,0,348121,7.6500001,S,0,0
699,701,1,1,Astor  Mrs. John Jacob (Madeleine Talmadge Force),female,18.0,1,0,PC 17757,227.52499,C,1,1
700,702,1,1,Silverthorne  Mr. Spencer Victor,male,35.0,0,0,PC 17475,26.2875,S,0,0
701,703,0,3,Barbara  Miss. Saiide,female,18.0,0,1,2691,14.4542,C,1,1
702,704,0,3,Gallagher  Mr. Martin,male,25.0,0,0,36864,7.7417002,Q,0,0
703,705,0,3,Hansen  Mr. Henrik Juul,male,26.0,1,0,350025,7.8541999,S,1,1
704,706,0,2,"Morley  Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,S,0,0
705,707,1,2,"Kelly  Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,S,0,0
706,708,1,1,Calderhead  Mr. Edward Pennington,male,42.0,0,0,PC 17476,26.2875,S,0,0
707,709,1,1,Cleaver  Miss. Alice,female,22.0,0,0,113781,151.55,S,0,0
708,710,1,3,"Moubarek  Master. Halim Gonios (""William George"")",male,17.672000000000004,1,1,2661,15.2458,C,2,0
709,711,1,1,"Mayne  Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C,0,0
710,712,0,1,Klaber  Mr. Herman,male,49.94854045593209,0,0,113028,26.549999,S,0,0
711,713,1,1,Taylor  Mr. Elmer Zebley,male,48.0,1,0,19996,52.0,S,1,1
712,714,0,3,Larsson  Mr. August Viktor,male,29.0,0,0,7545,9.4833002,S,0,0
713,715,0,2,Greenberg  Mr. Samuel,male,52.0,0,0,250647,13.0,S,0,0
714,716,0,3,Soholt  Mr. Peter Andreas Lauritz Andersen,male,19.0,0,0,348124,7.6500001,S,0,0
715,717,1,1,Endres  Miss. Caroline Louise,female,38.0,0,0,PC 17757,227.52499,C,0,0
716,718,1,2,"Troutt  Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,S,0,0
717,719,0,3,McEvoy  Mr. Michael,male,27.24625,0,0,36568,15.5,Q,0,0
718,720,0,3,Johnson  Mr. Malkolm Joackim,male,33.0,0,0,347062,7.7750001,S,0,0
719,721,1,2,"Harper  Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,S,1,1
720,722,0,3,Jensen  Mr. Svend Lauritz,male,17.0,1,0,350048,7.0542002,S,1,1
721,723,0,2,Gillespie  Mr. William Henry,male,34.0,0,0,12233,13.0,S,0,0
722,724,0,2,Hodges  Mr. Henry Price,male,50.0,0,0,250643,13.0,S,0,0
723,725,1,1,Chambers  Mr. Norman Campbell,male,27.0,1,0,113806,53.099998,S,1,1
724,726,0,3,Oreskovic  Mr. Luka,male,20.0,0,0,315094,8.6625004,S,0,0
725,727,1,2,Renouf  Mrs. Peter Henry (Lillian Jefferys),female,30.0,3,0,31027,21.0,S,3,0
726,728,1,3,Mannion  Miss. Margareth,female,20.02987171052631,0,0,36866,7.7375002,Q,0,0
727,729,0,2,Bryhl  Mr. Kurt Arnold Gottfrid,male,25.0,1,0,236853,26.0,S,1,1
728,730,0,3,Ilmakangas  Miss. Pieta Sofia,female,25.0,1,0,STON/O2. 3101271,7.9250002,S,1,1
729,731,1,1,Allen  Miss. Elisabeth Walton,female,29.0,0,0,24160,211.33749,S,0,0
730,732,0,3,Hassan  Mr. Houssein G N,male,11.0,0,0,2699,18.7875,C,0,0
731,733,0,2,Knight  Mr. Robert J,male,34.57483184987365,0,0,239855,0.0,S,0,0
732,734,0,2,Berriman  Mr. William John,male,23.0,0,0,28425,13.0,S,0,0
733,735,0,2,Troupiansky  Mr. Moses Aaron,male,23.0,0,0,233639,13.0,S,0,0
734,736,0,3,Williams  Mr. Leslie,male,28.5,0,0,54636,16.1,S,0,0
735,737,0,3,Ford  Mrs. Edward (Margaret Ann Watson),female,48.0,1,3,W./C. 6608,34.375,S,4,0
736,738,1,1,Lesurer  Mr. Gustave J,male,35.0,0,0,PC 17755,512.32922,C,0,0
737,739,0,3,Ivanoff  Mr. Kanio,male,27.986140209531754,0,0,349201,7.8958001,S,0,0
738,740,0,3,Nankoff  Mr. Minko,male,27.986140209531754,0,0,349218,7.8958001,S,0,0
739,741,1,1,Hawksford  Mr. Walter James,male,36.45208333333332,0,0,16988,30.0,S,0,0
740,742,0,1,Cavendish  Mr. Tyrell William,male,36.0,1,0,19877,78.849998,S,1,1
741,743,1,1,"Ryerson  Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,C,4,0
742,744,0,3,McNamee  Mr. Neal,male,24.0,1,0,376566,16.1,S,1,1
743,745,1,3,Stranden  Mr. Juho,male,31.0,0,0,STON/O 2. 3101288,7.9250002,S,0,0
744,746,0,1,Crosby  Capt. Edward Gifford,male,70.0,1,1,WE/P 5735,71.0,S,2,0
745,747,0,3,Abbott  Mr. Rossmore Edward,male,16.0,1,1,C.A. 2673,20.25,S,2,0
746,748,1,2,Sinkkonen  Miss. Anna,female,30.0,0,0,250648,13.0,S,0,0
747,749,0,1,Marvin  Mr. Daniel Warner,male,19.0,1,0,113773,53.099998,S,1,1
748,750,0,3,Connaghton  Mr. Michael,male,31.0,0,0,335097,7.75,Q,0,0
749,751,1,2,Wells  Miss. Joan,female,4.0,1,1,29103,23.0,S,2,0
750,752,1,3,Moor  Master. Meier,male,6.0,0,1,392096,12.475,S,1,1
751,753,0,3,Vande Velde  Mr. Johannes Joseph,male,33.0,0,0,345780,9.5,S,0,0
752,754,0,3,Jonkoff  Mr. Lalio,male,23.0,0,0,349204,7.8958001,S,0,0
753,755,1,2,Herman  Mrs. Samuel (Jane Laver),female,48.0,1,2,220845,65.0,S,3,0
754,756,1,2,Hamalainen  Master. Viljo,male,0.67000002,1,1,250649,14.5,S,2,0
755,757,0,3,Carlsson  Mr. August Sigfrid,male,28.0,0,0,350042,7.7958002,S,0,0
756,758,0,2,Bailey  Mr. Percy Andrew,male,18.0,0,0,29108,11.5,S,0,0
757,759,0,3,Theobald  Mr. Thomas Leonard,male,34.0,0,0,363294,8.0500002,S,0,0
758,760,1,1,Rothes  the Countess. of (Lucy Noel Martha Dyer-Edwards),female,33.0,0,0,110152,86.5,S,0,0
759,761,0,3,Garfirth  Mr. John,male,24.1225,0,0,358585,14.5,S,0,0
760,762,0,3,Nirva  Mr. Iisakki Antino Aijo,male,41.0,0,0,SOTON/O2 3101272,7.125,S,0,0
761,763,1,3,Barah  Mr. Hanna Assi,male,20.0,0,0,2663,7.2291999,C,0,0
762,764,1,1,Carter  Mrs. William Ernest (Lucile Polk),female,36.0,1,2,113760,120.0,S,3,0
763,765,0,3,Eklund  Mr. Hans Linus,male,16.0,0,0,347074,7.7750001,S,0,0
764,766,1,1,Hogeboom  Mrs. John C (Anna Andrews),female,51.0,1,0,13502,77.958298,S,1,1
765,767,0,1,Brewe  Dr. Arthur Jackson,male,37.95166666666667,0,0,112379,39.599998,C,0,0
766,768,0,3,Mangan  Miss. Mary,female,30.5,0,0,364850,7.75,Q,0,0
767,769,0,3,Moran  Mr. Daniel J,male,31.913666666666664,1,0,371110,24.15,Q,1,1
768,770,0,3,Gronnestad  Mr. Daniel Danielsen,male,32.0,0,0,8471,8.3625002,S,0,0
769,771,0,3,Lievens  Mr. Rene Aime,male,24.0,0,0,345781,9.5,S,0,0
770,772,0,3,Jensen  Mr. Niels Peder,male,48.0,0,0,350047,7.8541999,S,0,0
771,773,0,2,Mack  Mrs. (Mary),female,57.0,0,0,S.O./P.P. 3,10.5,S,0,0
772,774,0,3,Elias  Mr. Dibo,male,29.589628663003655,0,0,2674,7.2249999,C,0,0
773,775,1,2,Hocking  Mrs. Elizabeth (Eliza Needs),female,54.0,1,3,29105,23.0,S,4,0
774,776,0,3,Myhrman  Mr. Pehr Fabian Oliver Malkolm,male,18.0,0,0,347078,7.75,S,0,0
775,777,0,3,Tobin  Mr. Roger,male,36.124156188110135,0,0,383121,7.75,Q,0,0
776,778,1,3,Emanuel  Miss. Virginia Ethel,female,5.0,0,0,364516,12.475,S,0,0
777,779,0,3,Kilgannon  Mr. Thomas J,male,20.02987171052631,0,0,36865,7.7375002,Q,0,0
778,780,1,1,Robert  Mrs. Edward Scott (Elisabeth Walton McMillan),female,43.0,0,1,24160,211.33749,S,1,1
779,781,1,3,Ayoub  Miss. Banoura,female,13.0,0,0,2687,7.2291999,C,0,0
780,782,1,1,Dick  Mrs. Albert Adrian (Vera Gillespie),female,17.0,1,0,17474,57.0,S,1,1
781,783,0,1,Long  Mr. Milton Clyde,male,29.0,0,0,113501,30.0,S,0,0
782,784,0,3,Johnston  Mr. Andrew G,male,14.95633333333333,1,2,W./C. 6607,23.450001,S,3,0
783,785,0,3,Ali  Mr. William,male,25.0,0,0,SOTON/O.Q. 3101312,7.0500002,S,0,0
784,786,0,3,Harmer  Mr. Abraham (David Lishin),male,25.0,0,0,374887,7.25,S,0,0
785,787,1,3,Sjoblom  Miss. Anna Sofia,female,18.0,0,0,3101265,7.4958,S,0,0
786,788,0,3,Rice  Master. George Hugh,male,8.0,4,1,382652,29.125,Q,5,0
787,789,1,3,Dean  Master. Bertram Vere,male,1.0,1,2,C.A. 2315,20.575001,S,3,0
788,790,0,1,Guggenheim  Mr. Benjamin,male,46.0,0,0,PC 17593,79.199997,C,0,0
789,791,0,3,"Keane  Mr. Andrew ""Andy""",male,36.124156188110135,0,0,12460,7.75,Q,0,0
790,792,0,2,Gaskell  Mr. Alfred,male,16.0,0,0,239865,26.0,S,0,0
791,793,0,3,Sage  Miss. Stella Anna,female,12.0250386002886,8,2,CA. 2343,69.550003,S,10,0
792,794,0,1,Hoyt  Mr. William Fisher,male,50.57052380952381,0,0,PC 17600,30.695801,C,0,0
793,795,0,3,Dantcheff  Mr. Ristiu,male,25.0,0,0,349203,7.8958001,S,0,0
794,796,0,2,Otter  Mr. Richard,male,39.0,0,0,28213,13.0,S,0,0
795,797,1,1,Leader  Dr. Alice (Farnham),female,49.0,0,0,17465,25.929199,S,0,0
796,798,1,3,Osman  Mrs. Mara,female,31.0,0,0,349244,8.6833,S,0,0
797,799,0,3,Ibrahim Shawah  Mr. Yousseff,male,30.0,0,0,2685,7.2291999,C,0,0
798,800,0,3,Van Impe  Mrs. Jean Baptiste (Rosalie Paula Govaert),female,30.0,1,1,345773,24.15,S,2,0
799,801,0,2,Ponesell  Mr. Martin,male,34.0,0,0,250647,13.0,S,0,0
800,802,1,2,Collyer  Mrs. Harvey (Charlotte Annie Tate),female,31.0,1,1,C.A. 31921,26.25,S,2,0
801,803,1,1,Carter  Master. William Thornton II,male,11.0,1,2,113760,120.0,S,3,0
802,804,1,3,Thomas  Master. Assad Alexander,male,0.41999999,0,1,2625,8.5166998,C,1,1
803,805,1,3,Hedman  Mr. Oskar Arvid,male,27.0,0,0,347089,6.9749999,S,0,0
804,806,0,3,Johansson  Mr. Karl Johan,male,31.0,0,0,347063,7.7750001,S,0,0
805,807,0,1,Andrews  Mr. Thomas Jr,male,39.0,0,0,112050,0.0,S,0,0
